id,title,href,price,area_m2,n_room,n_wc,district,city,published_date,image_path,Diện tích,Mức giá,description,lat,long,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất
37246440,"Chuyên bán căn hộ Diamond, Emerald, Ruby Celadon giá tốt nhất thị trường LH PKD: 0702 767 *** Việt",/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/ro-hang-ban-ruby-emerald-diamon-t5-gia-tot-nhat-thi-truong-lh-pkd-0702767323-viet-pr37246440,"2,9 tỷ",63.0,2.0,1.0,Tân Phú,Hồ Chí Minh,2023-07-29,"['37246440-1.jpg', '37246440-2.jpg', '37246440-3.jpg', '37246440-4.jpg']",63 m²,"2,9 tỷ","Rổ hàng cập nhật mới nhất từ PKD dự án. Cung cấp cho quý khách hàng các căn hộ bán với giá cực tốt.Liên hệ PKD: 0702 767 *** Để được tư ván cụ thể hơn.Khu Ruby - Celadon City.- 68m²; 2PN, 2WC, 1 logia; nội thất cơ bản, full nội thất; giá: Từ 2.45 tỷ đến 2.65 tỷ.- 80m²; 3PN, 2WC, 1 logia; full nội thất, nội thất cơ bản; giá 2.95 tỷ đến 3.4 tỷ.Căn hộ Emerald Celadon City.- Loại 49 - 53m²: 1PN 1WC. Giá: 2.6 tỷ bao VAT.- Loại 63 - 66m² 2PN 1WC giá 2.9 tỷ bao 102%.- Loại 71m² - 74m² 2PN 2WC giá 3.1 tỷ bao 102%.- 84m² đến 86m²: 2PN & 2WC và 1 kho. Giá: 4.tỷ (102 %) tỷ bao VAT.- Loại 104m² - 112m²: 3PN 2WC. Giá 4.5 tỷ bao VAT.III / Khu Diamond Alnata đã bàn giao.+ 2 PN 85m² - 92m²: Giá từ 4.2 tỷ.+ 3 PN 104m² - 119m²: Giá từ - 5.6 tỷ.Bàn giao: Video call touch Screer, đèn led âm trần, đóng trần, thiết bị bếp của Đức: Bosch, thiết bị vệ sinh của Đức: Grohe, ổ khóa: Aboy, Máy nóng lạnh gián tiếp, có chỗ đậu xe định danh.3/ Khu Diamond Brilliant: Đã bàn giao.+ 2 PN 96m² 112m²: Giá từ 4.7 tỷ.+ 3 PN 130 - 141m²: Giá từ 6.6 - 7 tỷ.+ 3 PN + 1 160 m²): Giá từ 8.1 - 8.6 tỷ (với thiết kế độc đáo 2 PN master, 3 ban công, 3 toilet, 1p tiện ích căn hộ siêu đẹp).4/ Khu Skylinked Villa: (Sở hữu gara xe hơi tận nhà).+ Diện tích: Từ 160 - 245m², sở hữu tầm nhìn triệu đô.+ Bãi đỗ xe riêng có sức chứa lên đến 2 ô tô và nhiều xe máy, có lối chạy xe riêng lên tận nhà.+ Hồ bơi vô cực trên độ cao 18m, đường chạy bộ trên không dài 1km, phòng gym, yoga.+ Bãi đỗ xe riêng có sức chứa lên đến 2 ô tô và nhiều xe máy, có lối chạy xe riêng lên tận nhà.+ Hồ bơi vô cực trên độ cao 18m, đường chạy bộ trên không dài 1km, phòng gym, yoga.Giá này tuy thuộc vào nội thất và hướng nhà.Tiện ích: Hồ bơi tràn 1.200m², công viên xanh 3000m², khu vui chơi trẻ em, BBQ, gym, Yoga, spa, Salon tóc, Thư viện sách, nhà trẻ, Coffee house, nhà hàng, Siêu thị, nhà thuốc, Phòng sinh hoạt cộng đồng,...Chúng tôi cam kết sản phẩm tốt nhất, rẻ nhất thị trường cho quý khách hàng.- Ngân hàng hỗ trợ lên tới 75% giá trị căn hộ với lãi suất ưu đãi.Các thủ tục hỗ trợ khách mua nhà miễn phí.- Tìm kiếm nhà phù hợp nhu cầu của bạn.- Thương lượng giúp bạn giá rẻ nhất.- Soạn thảo hợp đồng chặt chẽ.- Hỗ trợ hồ sơ thủ tục liên qua tới ngân hàng khi quý khách cần vay vốn.- Đăng ký thủ tục khác để bạn trở thành cư dân chính thức.- Hướng dẫn bạn các dịch vụ liên quan chất lượng.",10.8039054870605,106.616683959961,,,,,,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ
37774920,"Bán đất chơn Thành,mặt tiền đường 5 xe tránh nhau,Sổ sẵn 5x60 thổ cư 100 giá 690tr LH: 0981 338 ***",/ban-dat-xa-minh-thang/ban-chon-thanh-mat-tien-duong-5-xe-tranh-nhau-so-san-5x60-tho-cu-100-gia-690tr-lh-0981338238-pr37774920,690 triệu,300.0,,,Chơn Thành,Bình Phước,2023-07-29,"['37774920-1.jpg', '37774920-2.jpg', '37774920-3.jpg', '37774920-4.jpg']",300 m²,690 triệu,"Bán đất chơn Thành , mặt tiền đường 5 xe tránh nhau sát bên quốc lộ 14 Đường DT741  Minh Thắng, Chơn Thành, Bình Phước.diện tích : 5 x 60  (300m² thổ cư 100m² ) VỊ TRÍ : Đất bằng phẳng vuông vức, đường 18m thông thẳng ra Chợ, điện nước đầy đủ, trước đất có điện đường, dân cư đông, kinh doanh buôn bán tấp nập, trong bán kính 500m có chợ, trường học cấp 2 - 3, ủy ban.Mặt tiền đường thông thoáng chuẩn bị lên nhựa 18m, cách Quốc Lộ 14 chỉ 500m.Từ vị trí đất ra đến trung tâm thị xã chưa chưa tới 5 phút, gần khu công nghiệp Becamex Chơn Thành.Vị trí đẹp thuận tiện mua ở kinh doanh buôn bán.giá 690 triệu /nền (sổ sẵn)liên hệ : 0981 338 *** #bandatchonthanh #bandatmihthang #bandatquoclo14 #bandatchinhchuchonthanh #bandatbinhphuoc700tr",11.488271051140172,106.73082942592255,,,,,,,,,
37669792,"Duy nhất căn hộ 118m2 chung cư Golden Palace Mễ Trì, full đồ đẹp như hình, giá 30tr/m2, 0978 606 ***",/ban-can-ho-chung-cu-duong-me-tri-phuong-me-tri-prj-golden-palace/duy-nhat-118m2-full-do-dep-nhu-hinh-gia-30tr-m2-0978606660-pr37669792,"3,54 tỷ",118.0,3.0,2.0,Nam Từ Liêm,Hà Nội,2023-07-29,"['37669792-1.jpg', '37669792-2.jpg', '37669792-3.jpg', '37669792-4.jpg']",118 m²,30 triệu/m²,"Cần bán gấp căn hộ tại chung cư Golden Palace Mễ Trì.Căn hộ có diện tích 118m² thiết kế 3 phòng ngủ, 2 vệ sinh.Cửa vào hướng Nam, ban công hướng Bắc.Nhà bán để lại toàn bộ nội thất như hình.Giá 30tr/m².LH: 0978 606 ***",21.01193618774414,105.77499389648438,,,Nam,Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ + đồ điện tử.
4417373,"Chính chủ gửi bán biệt thự và liền kề KĐT Văn Phú, Hà Đông (cập nhật ngày 25/07/2023)",/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-khu-do-thi-moi-van-phu/chinh-chu-gui-ban-va-kdt-ha-dong-cap-nhat-ngay-21-01-pr4417373,Giá thỏa thuận,76.5,,,Hà Đông,Hà Nội,2023-07-29,"['4417373-1.jpg', '4417373-2.jpg', '4417373-3.jpg', '4417373-4.jpg']","76,5 m²",Thỏa thuận,"Nhà đất Đức Linh (lấy chữ ""Đức"" làm đầu), xin gửi lời chúc Sức khỏe, hạnh phúc, thành công tới quý khách, Gửi lời tri ân tới toàn thể khách hàng đã, đang quan tâm tới Đức Linh, Đức Linh sẽ cố gắng nỗ lực không ngừng để đem lại cho quý khách hàng dịch vụ tốt hơn! Với tiêu chí làm cầu nối giữa bên mua và bên bán đến với nhau nhanh nhất!Khách hàng cần: Mua  Bán, thuê, cho thuê, Ký gửi, Tư vấn, xin Liên Hệ : Đức LinhĐịa chỉ mới: Số 2, LK10, khu đô thị mới Văn Phú - Hà Đông - Hà Nội.ĐT: 0983 518 ***Gmail: bdsduclinh@gmail.comHãy đến với Đức Linh, để cảm nhận sự khác biệt!Căn thông thường:- LK20B ô số 29 Dt 90m² hướng Đông Nam, đường 19.5m hoàn thiện cơ bản, kinh doanh tốt giá TT; (Chính chủ);- LK8 DT 82.5m hướng ĐB đường 12 mặt 5.5m nhìn vườn hoa, giá TT.- LK27 DT 90m² hướng TN đường 12m giá TT;- TT20 DT 100m² mặt 5m hướng ĐB đường 12m giá TT;- TT28 DT 90m² hướng ĐN đường 12m nhà thô giá TT;- TT3 Dt 90m² hướng Nam đường 24m nhà hoàn thiện giá TT;- TT1 Dt 90m² hướng Nam đường 24m nhà hoàn thiện giá TT;- TT38 DT 90m² hướng Nam và Bắc đường 12m hoàn thiện rồi, giá TT;- TT18 DT 90m² hướng Bắc, đường 27m giá TT;- TT13 Dt 90m² hướng ĐB đường 24m nhà thô giá TT- TT21 DT 90m² hướng ĐN xây thô đường 12m giá TT- TT23 DT 106m² hướng Đông đường 24m nhà , giá TT;- LK11 DT 90m² hướng TB đường 12m hoàn thiện sịn, giá TT;Nhà góc:- TT5C DT 155.5m² hướng Tây và Nam đường 27m hoàn thiện thô giá TT;- Lk1 DT 115m² căn góc, đường 19.5m và 12m hướng TN và TB giá TT.Chung cư:- Chung cư Kpank DT 68m² căn 02 phòng ngủ, tầng đẹp hướng TB hoàn thiện nội thất , giá TT 2.5 tỷ;Cho thuê nhà: Nhà để ở, làm kho xưởng, làm văn phòng công ty- Nhà LK Diện tích 90m² sàn xây dựng 300m² 4 tầng giá thuê thô 6-10 tr/tháng.- Nhà LK hoàn thiện 90m² sàn 300m² 4 tầng giá thuê 16-20tr/tháng.- Biệt Thự xây thô DT 200m²  250m² sàn 400m² giá thuê 10 - 20 tr/tháng.Thông tin liên tục được cập nhật!Nhận các dịch vụ sang tên chuyển chủ, thủ tục nhanh gọn, chính xác, giá hợp lý.ĐT: 0983 518 ***Đ/c Mail: bdsduclinh@gmail.comĐược phục vụ quý khách là niềm vinh dự đối với Đức Linh!( Ghi chú: TL: Thương lượng; BT: Biệt thự; LK: Liền Kề, TT: Thông tầng )",20.9582824707031,105.767196655273,,,Bắc,,,,,,
35046487,Bán căn 2PN One Verandah - Giá bao tốt nhất thị trường chỉ 5.2 tỷ all in và đang có hợp đồng thuê,/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/ban-2pn-view-song-sai-gon-cuc-dep-gia-bao-tot-nhat-thi-truong-chi-5-7-ty-all-in-pr35046487,5 tỷ,82.0,2.0,2.0,Quận 2,Hồ Chí Minh,2023-07-29,"['35046487-1.jpg', '35046487-2.jpg', '35046487-3.jpg', '35046487-4.jpg']",82 m²,5 tỷ,"Bán căn 2PN One Verandah view sông Sài Gòn - Giá bao tốt nhất thị trường. Đang có hợp đồng thuê.+ Tầng trung view thoáng.+ Diện tích: 82 m².+ Nội thất đầy đủ.+ View sông thoáng mát.* Giá chỉ: 5 tỷ bao thuế phí.-------------------------------------Mapletree.Hotline PKD: 0818 910 *** - Nam.------------------------------------Cập nhật căn hộ 4 căn hộ 2 phòng ngủ tại One Verandah, theo 4 hướng khác nhau, giá tốt nhất tháng 06/2023.Trân trọng cảm ơn!2PN 81m², view thành phố Thủ Đức, ban công Đông Bắc, nội thất hoàn thiện giá 5.2 tỷ.2PN 81m², view sông quận 7, ban công Đông Nam, Full nội thất giá 5.55 tỷ.2PN 81m², view sông quận 1 và quận 7, ban công Tây Nam, Full nội thất giá 5.4 tỷ.2PN 81m², view sông quận 1 và pháo hoa, ban công Tây Bắc, Full nội thất giá 5.6 tỷ.3PN 108m, view sông quận 1, ban công Tây Bắc, nội thất hoàn thiện giá giá 7.5 tỷ.3PN 110m², view sông trực diện, nội thất hoàn thiện giá 11.5 tỷ. Căn 3pn đẹp nhất dự án.Duplex 150m² nhà Thô giá giá 13 tỷ.",10.776951789856,106.751899719238,,,Tây - Bắc,Đông - Nam,,2 phòng,2 phòng,Đang chờ sổ,Nội thất đầy đủ.
37774564,"Bán nhanh căn 2 phòng ngủ 55m2 giá 2,09 tỷ, Căn 1 phòng ngủ 43m2 giá 1,74 tỷ, Vinhomes Smart City",/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-vinhomes-smart-city/ban-nhanh-2-phong-ngu-55m-gia-2-09-ty-1-phong-ngu-43m-gia-1-74-ty-tai-city-pr37774564,"2,09 tỷ",55.0,2.0,1.0,Nam Từ Liêm,Hà Nội,2023-07-29,"['37774564-1.jpg', '37774564-2.jpg', '37774564-3.jpg', '37774564-4.jpg']",55 m²,"2,09 tỷ","1/ Căn 2 phòng ngủ 55m² giá 2,09 tỷ:- Tầng đẹp, ban công hướng mát.- View thoáng, tiện ích đầy đủ.- Sổ đỏ chính chủ.2/ Căn 1 phòng ngủ 43m² giá 1,74 tỷ:- Full nội thất.- Sẵn sổ giao dịch.3/ Căn 3 phòng ngủ 75m² giá 3 tỷ:- Full nội thất.- Sổ đỏ chính chủ.- View thoáng.4/ Căn 2 phòng ngủ 64m² giá 2,6 tỷ:- Full nội thất liền tường.- Sẵn sổ giao dịch ngay.- Vị trí trung tâm.== Anh chị quan tâm quỹ căn vui lòng liên hệ em Trang 0388 769 ***zalo) để biết thêm thông tin căn hộ, xem nhà trực tiếp, tư vấn miễn phí.",21.008852005004883,105.7439193725586,,,,,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ
37235018,"Chính chủ bán nhà mặt tiền phường Tân Phú - quận 7 DT 5.8x14.4m, giá nhỉnh 21 tỷ",/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/chinh-chu-ban-tien-quan-7-dt-5-8x14-4m-gia-nhinh-21-ty-pr37235018,"21,5 tỷ",83.2,4.0,5.0,Quận 7,Hồ Chí Minh,2023-07-29,"['37235018-1.jpg', '37235018-2.jpg', '37235018-3.jpg', '37235018-4.jpg']","83,2 m²","21,5 tỷ","Chính chủ bán nhà 6 tầng tại 1116 Huỳnh Tấn Phát - Phường Tân Phú - Quận 7 - Hồ Chí Minh.(*) Vị trí trung tâm gần các trung tâm thương mại lớn như SC Vivo City, Crescent Mall,... Giao thông vô cùng thuận tiện.(*) Thông số: Diện tích 83.2m² (trên giấy tờ xây dựng 72.6m²).+ Tầng 1 mình xây hết 83.2m².+ Nhà mặt tiền rộng 5.8m chiều sâu 14,35m (5.8mx14.35m).+ Nhà 1 trệt 5 lầu (6 tầng) có thang máy.Nhà phù hợp làm văn phòng hoặc cho thuê để làm Văn phòng, chung cư.Giá bán 21.5 tỷ.Liên hệ ngay xem nhà 24/24.Chị Hoài Anh: 0989 748 ***.Khách hàng thiện chí có thể thương lượng thêm.",10.7319191,106.7316431,"5,8 m",,Đông - Bắc,Đông - Bắc,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,
37601272,"Bán gấp mặt tiền Trần Phú, Nha Trang, Khánh hòa - chỉ 35tr/m2 gồm quán cafe và gà rán đang vận hành",/ban-dat-duong-tran-phu-thi-tran-van-gia/tin-duoc-khong-mat-tien-nt-khanh-hoa-chi-35tr-m2-gom-nha-hang-cafe-dang-hanh-ban-gap-pr37601272,"4,55 tỷ",130.0,,,Vạn Ninh,Khánh Hòa,2023-07-29,"['37601272-1.jpg', '37601272-2.jpg', '37601272-3.jpg', '37601272-4.jpg']",130 m²,35 triệu/m²,"Do nhu cầu định cư ở nơi khác, chính chủ tôi cần bán đất tặng nhà mặt tiền Trần Phú, thị trấn Vạn Giã, Huyện Vạn Ninh. Hiện trạng đã được đầu tư thiết kế Quán ăn và giải khát hiện đại. Quán kinh doanh tốt, nguồn khách và thu nhập ổn định.- Có 2 sổ, ngang 5m - 10 m.- Lô 1 diện tích: 130m².- Lô 2 diện tích: 237m².- Giá chỉ: 35tr/m².- Nằm giữa đường thông xuống biển và Quốc lộ 1A, cách biển chỉ 150m.- Phù hợp làm khách sạn, cf, quán ăn...Vui lòng liên hệ trực tiếp chính chủ (ĐT/SMS/Zalo): 0935 190 ***",12.250578,109.196213,5 m,16 m,Đông - Bắc,,,,,Sổ hồng chính chủ,
25757467,"Bán đất Tiến Thành, Kê Gà, đường Lạc Long Quân, 719B, Hàm Kiệm, Hòn Lan, 719. LH: 0986 707 ***",/ban-dat-duong-lac-long-quan-xa-tien-thanh-1/ban-hon-do-au-co-van-xuan-lh-0986707476-pr25757467,Giá thỏa thuận,1000.0,,,Phan Thiết,Bình Thuận  ,2023-07-29,"['25757467-1.jpg', '25757467-2.jpg', '25757467-3.jpg', '25757467-4.jpg']",1.000 m²,Thỏa thuận,"Hiện nay em có nhiều lô đất và resort vị trí đẹp ở Tiến Thành, liền kề Novaworld và cao tốc Dầu Giây - Phan Thiết đã thông xe tháng 4/2023. Sân bay Phan Thiết đang triển khai. Sân bay quốc tế Long Thành khởi công năm 2021 cách Phan Thiết chỉ 1 tiếng.Quý khách hàng muốn mua bán hoặc kí gửi LH: 0986 707 *** Hiệp (Zalo).Ngoài ra em còn nhiều đất khu vực Hàm Tiến - Mũi Né - Hòa Thắng - Phú Hài - Kê Gà - Thiện Nghiệp, Hồng Phong. Quý khách hàng liên hệ để được tư vấn cụ thể.Mặt tiền Lạc Long Quân.* Bên đồi view biển.- 331m thổ cư, mt 10m, cách công viên biển Nova 300m.- 100m thổ cư kế công viên biển Nova.- 183m có 100m thổ cư, mt 8.5m cách công viên biển Nova 100m.- 551m có 275m thổ cư, thực tế 700m.- 107m thổ cư, cách Nova 200m.- 728m có 100m thổ cư, cách Nova 1km.- 412m có 100m thổ cư, cách Nova 1km.- 228m có 100m thổ cư, cách Nova 1.5km.- 900m có 100m thổ cư, cách Nova 100m.* Bên biển.- 1222m có 300m thổ cư, mt 25m, cách Nova 300m.- 691m có 100m thổ cư, thực tế 1091m.- 85m thổ cư, thực tế 100m, cách Nova 200m.- 113m có 80m thổ cư, cách Nova 200m.- 848m có 150m thổ cư, mt 20m đối diện shophouse Nova.- 722m có 300m thổ cư, mt 32m cách Nova 300m.- 220m thổ cư, mt 7m, thực tế 350m, cách Nova 200m.- 449m có 200m thổ cư, thực tế 650m, cách Nova 200m.- 310m có 200m thổ cư, thực tế 430m, lô góc.- 486m có 200m thổ cư, thực tế 600m, lô góc.- 567m có 100m thổ cư, thực tế 780m, lô góc.- 1057m có 200m thổ cư, cạnh bến du thuyền Nova.- 1580m có 300m thổ cư, cạnh bến du thuyền Nova.- 1648m có 436m thổ cư, thực tế 1900m, cạnh bến du thuyền Nova.* Đất mẫu.- MT 719B: 7100m mt 187m, 5562m đối diện Nova, 1000m có 350m thổ cư, 1928m có 300m thổ cư, 1885m mt 53m, 2900m mt 88m.- MT Hàm Kiệm - Tiến Thành: 1.33ha đối diện Nova, 3675m mt 88m, 3900m mt 80m.- Gần Nova: 1000m, 4578m mt nhựa, 10600m, 1.2ha, 8622m.* Mặt tiền Hòn Dồ.- 1000m, 5000m, 2.2ha, 6.3ha.* Mặt tiền Âu Cơ.- 3925m có 100m thổ cư, mt 30m, 550m, 538m.",10.8353292,108.0379885,,,,,,,,,
37521311,"Cập nhật giỏ hàng Safira 1PN - 2PN giá thực đủ view giá thỏa thuận, sổ hồng sẵn - Mơ: 0933 591 ***",/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-huu-2-prj-safira-khang-dien/gio-hang-1pn-gia-thuc-du-view-gia-tu-1950-ty-den-2-170-ty-mo-0933-591-255-pr37521311,Giá thỏa thuận,50.0,2.0,1.0,Quận 9,Hồ Chí Minh,2023-07-29,"['37521311-1.jpg', '37521311-2.jpg', '37521311-3.jpg', '37521311-4.jpg']",50 m²,Thỏa thuận,Chính chủ gửi nhiều căn giá tốt.View ngoại khu và nội khu: Nội thất cơ bản và full nội thất.Anh chị liên hệ E tư vấn nhé: 0933 591 ***zalo - hotline 24/24).Cảm ơn anh/chị xem tin.Anh Chị chọn căn đẹp xin vui lòng liên hệ E: 0933 591 ***,10.8000974655151,106.792572021484,,,,,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ
34258733,"LH PK0.093.592.6999 bán chuyên Sài Gòn South giá tốt nhất thị trường 71m2 2PN 2,9 tỷ, 3PN 3.6 tỷ",/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-saigon-south-residences/ban-sai-gon-gia-tot-nhat-thi-truong-72m2-2pn-2-8-ty-95m2-3pn-3-6-ty-lh-0933-689-333-pr34258733,"2,9 tỷ",71.0,2.0,2.0,Nhà Bè,Hồ Chí Minh,2023-07-29,"['34258733-1.jpg', '34258733-2.jpg', '34258733-3.jpg', '34258733-4.jpg']",71 m²,"2,9 tỷ","Chuyên bán CH Saigon South Phú Mỹ Hưng 2PN 3PN LH: 0935 926 ***.DT: 65m² - 71m² - 76m²: 2.9 tỷ - 3.3 tỷ bàn giao thô.DT: 95m² - 100m² - 104m²: 3.9 tỷ - 4.5 tỷ. Bàn giao thô.Giá phân khu thuê view và lock sẽ có sự chênh lệch.- Diện tích đất: 32.902 m².- Mật độ xây dựng: 31.19 %.- Không gian xanh mở: 12.817m².- 1840 căn hộ, 6 tòa nhà cao 19 - 29 tầng.- 70% căn hộ là 2 phòng ngủ.- 28 cửa hàng, 8 shophouse.- 69 Tiện ích dịch vụ nội khu.Nhà trẻ 585.4 m², sân chơi cho trẻ 600 m².Ngân hàng bảo lãnh Vietinbank.Diện tích căn hộ đa dạng 60 - 97m², tổng giá dễ mua, lịch thanh toán dài hạn. Khách hàng chỉ cần thanh toán từ 20 triệu đồng/ tháng và chỉ 50% trước khi nhận nhà, đặc biệt khách hàng có nhu cầu vay sẽ được hỗ trợ 100% lãi suất vay đến khi nhận nhà. Như vậy chỉ cần chuẩn bị 20% giá trị căn hộ để đặt cọc và ký hợp đồng mua bán. Saigon South Residences thật sự là cơ hội hiếm có để hiện thực hóa giấc mơ sở hữu ngôi nhà mơ ước, chất lượng sống đạt chuẩn quốc tế.Saigon South Residences công trình nhà ở do Phú Mỹ Hưng làm chủ đầu tư, xây dựng, trực tiếp phân phối và quản lý dịch vụ hậu mãi.Vị trí chiến lược ngay lõi làng đại học Phú Mỹ Hưng - Nguyễn Hữu Thọ trục đường huyết mạch kết nối khu Nam với các khu vực khác.+ Hệ thống giao thông phát triển trong tương lai: Tuyến Metro số 4, tuyến Monorail số 2, tuyến xe buýt số 2.+ Chỉ 5 phút tiếp cận với các tiện ích của trung tâm Phú Mỹ Hưng: Crescent Mall, trường Lawrence Sting, trường SSIS,...LH: 0935 926 *** tư vấn trực tiếp 24/24.Đặc điểm bất động sản.",10.6987590789795,106.71647644043,,,Đông,Nam,,2 phòng,2 phòng,Đang chờ sổ,
31749575,"PKD 0933 689 *** Phi Long chuyên Sài Gòn South giá tốt nhất thị trường 71m2 2PN 2,9 tỷ, 3PN 3.6 tỷ",/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-saigon-south-residences/chinh-chu-ban-thu-hoi-goc-ch-sai-gon-3pn-2wc-tang-cao-view-song-pmh-lh-0933-689-333-phi-long-pr31749575,"2,9 tỷ",71.0,2.0,2.0,Nhà Bè,Hồ Chí Minh,2023-07-29,"['31749575-1.jpg', '31749575-2.jpg', '31749575-3.jpg', '31749575-4.jpg']",71 m²,"2,9 tỷ","LH PKD: 0933 689 *** Phi Long chuyên Sài Gòn South giá tốt nhất thị trường 71m² 2PN 2,9 tỷ, 3PN 3.8 tỷ.DT: 65m² - 71m² - 76m²: 2.9tỷ - 3.5tỷ.DT: 95m² - 100m² - 104m²: 3,6 tỷ - 4.2 tỷ.Giá phân khu thuê view và lock sẽ có sự chênh lệch.- Diện tích đất: 32.902 m².- Mật độ xây dựng: 31.19 %.- Không gian xanh mở: 12.817m².- 1840 căn hộ, 6 tòa nhà cao 19 - 29 tầng.- 70% căn hộ là 2 phòng ngủ.- 28 cửa hàng, 8 shophouse.- 69 tiện ích dịch vụ nội khu.Nhà trẻ 585.4 m², sân chơi cho trẻ 600 m².Ngân hàng bảo lãnh Vietinbank.Diện tích căn hộ đa dạng 60 - 97m², tổng giá dễ mua, lịch thanh toán dài hạn. Khách hàng chỉ cần thanh toán từ 20 triệu đồng/ tháng và chỉ 50% trước khi nhận nhà, đặc biệt khách hàng có nhu cầu vay sẽ được hỗ trợ 100% lãi suất vay đến khi nhận nhà. Như vậy chỉ cần chuẩn bị 20% giá trị căn hộ để đặt cọc và ký hợp đồng mua bán. Saigon South Residences thật sự là cơ hội hiếm có để hiện thực hóa giấc mơ sở hữu ngôi nhà mơ ước, chất lượng sống đạt chuẩn quốc tế.Saigon South Residences công trình nhà ở do Phú Mỹ Hưng làm chủ đầu tư, xây dựng, trực tiếp phân phối và quản lý dịch vụ hậu mãi.Vị trí chiến lược ngay lõi làng đại học Phú Mỹ Hưng - Nguyễn Hữu Thọ trục đường huyết mạch kết nối khu Nam với các khu vực khác.+ Hệ thống giao thông phát triển trong tương lai: Tuyến Metro số 4, tuyến Monorail số 2, tuyến xe buýt số 2.+ Chỉ 5 phút tiếp cận với các tiện ích của trung tâm Phú Mỹ Hưng: Crescent Mall, trường Lawrence Sting, trường SSIS,...LH: 0933 689 *** Phi Long tư vấn trực tiếp 24/24.Đặc điểm bất động sản.",10.6987590789795,106.71647644043,,,,,,2 phòng,2 phòng,Đang chờ sổ,
37773468,"Bán căn góc Hoa Hậu 113m2 3PN + 2VS tại Berriver, hướng mát, giá ngoại giao, mua trực tiếp CĐT",/ban-can-ho-chung-cu-duong-nguyen-van-cu-1-phuong-bo-de-prj-berriver-long-bien/ban-goc-hoa-hau-113m2-3pn-2vs-tai-huong-mat-gia-ngoai-giao-mua-truc-tiep-cdt-pr37773468,"4,86 tỷ",113.0,3.0,2.0,Long Biên,Hà Nội,2023-07-29,"['37773468-1.jpeg', '37773468-2.jpeg', '37773468-3.jpeg', '37773468-4.jpeg']",113 m²,43 triệu/m²,"Duy nhất 1 căn góc hoa hậu 113m²: 3PN 2VS, giá ngoại giao.Hướng mát, view thoáng tại chung cư cao cấp Berriver Jardin 390 Nguyễn Văn Cừ cách phố cổ 2km.Thanh toán 1.3tỷ nhận nhà ở ngay, sổ hồng vĩnh viễn.+ Diện tích thông thủy 113m².+ Căn góc, thiết kế 3 phòng ngủ, 2wc. Tất cả các phòng đều thông thoáng, đón ánh sáng tự nhiên.+ Ban công dài 8m nối phòng và phòng ngủ.+ Bếp cạnh logia rất thoáng, hợp phong thủy.Chiết khấu hấp dẫn 7%.Tặng ngay Voucher 50triệu + Miễn phí 18 tháng dịch vụ + tặng xe SH 150i 80triệu.Quà tặng bốc thăm trúng ô tô Honda G 650triệu, giải thưởng thêm 1 cây vàng cùng nhiều phần quà giá trị khác.PKD CĐT: 0974 633 ***",21.0443172454834,105.877861022949,,,,,,3 phòng,2 phòng,,
